,date,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp_x,MinTemp_x,work_x,MaxTemp_y,MinTemp_y,work_y,MaxTemp,MinTemp,work
138,2021-05-19,32,27,1,32,27,1,32,21,1,32,27,1,32,21,1,32,21,1,29,24,1,29,24,1,29,24,1,29,24,1,32,27,1,32,27,1,32,21,1,32,21,1,32,21,1
139,2021-05-20,32,27,1,32,27,1,33,21,1,32,27,1,33,21,1,33,21,1,30,25,1,30,25,1,30,25,1,30,25,1,32,27,1,32,27,1,33,21,1,33,21,1,33,21,1
140,2021-05-21,31,27,1,31,27,1,31,22,1,31,27,1,31,22,1,31,22,1,30,25,1,30,25,1,30,25,1,30,25,1,31,27,1,31,27,1,31,22,1,31,22,1,31,22,1
141,2021-05-22,32,27,0,32,27,0,31,21,0,32,27,0,31,21,0,31,21,0,29,25,0,29,25,0,29,25,0,29,25,0,32,27,0,32,27,0,31,21,0,31,21,0,31,21,0
142,2021-05-23,32,28,0,32,28,0,31,21,0,32,28,0,31,21,0,31,21,0,30,25,0,30,25,0,30,25,0,30,25,0,32,28,0,32,28,0,31,21,0,31,21,0,31,21,0
143,2021-05-24,32,27,1,32,27,1,31,21,1,32,27,1,31,21,1,31,21,1,30,24,1,30,24,1,30,24,1,30,24,1,32,27,1,32,27,1,31,21,1,31,21,1,31,21,1
144,2021-05-25,31,27,1,31,27,1,29,21,1,31,27,1,29,21,1,29,21,1,28,25,1,28,25,1,28,25,1,28,25,1,31,27,1,31,27,1,29,21,1,29,21,1,29,21,1
145,2021-05-26,31,27,1,31,27,1,30,21,1,31,27,1,30,21,1,30,21,1,30,25,1,30,25,1,30,25,1,30,25,1,31,27,1,31,27,1,30,21,1,30,21,1,30,21,1
146,2021-05-27,32,27,1,32,27,1,31,22,1,32,27,1,31,22,1,31,22,1,31,25,1,31,25,1,31,25,1,31,25,1,32,27,1,32,27,1,31,22,1,31,22,1,31,22,1
147,2021-05-28,32,28,1,32,28,1,31,21,1,32,28,1,31,21,1,31,21,1,31,23,1,31,23,1,31,23,1,31,23,1,32,28,1,32,28,1,31,21,1,31,21,1,31,21,1
148,2021-05-29,31,27,0,31,27,0,29,21,0,31,27,0,29,21,0,29,21,0,27,24,0,27,24,0,27,24,0,27,24,0,31,27,0,31,27,0,29,21,0,29,21,0,29,21,0
149,2021-05-30,30,27,0,30,27,0,25,21,0,30,27,0,25,21,0,25,21,0,27,24,0,27,24,0,27,24,0,27,24,0,30,27,0,30,27,0,25,21,0,25,21,0,25,21,0
150,2021-05-31,30,26,1,30,26,1,25,21,1,30,26,1,25,21,1,25,21,1,26,24,1,26,24,1,26,24,1,26,24,1,30,26,1,30,26,1,25,21,1,25,21,1,25,21,1
151,2021-06-01,30,27,1,30,27,1,27,21,1,30,27,1,27,21,1,27,21,1,28,25,1,28,25,1,28,25,1,28,25,1,30,27,1,30,27,1,27,21,1,27,21,1,27,21,1
152,2021-06-02,32,27,1,32,27,1,28,21,1,32,27,1,28,21,1,28,21,1,29,25,1,29,25,1,29,25,1,29,25,1,32,27,1,32,27,1,28,21,1,28,21,1,28,21,1
153,2021-06-03,32,27,1,32,27,1,29,22,1,32,27,1,29,22,1,29,22,1,30,26,1,30,26,1,30,26,1,30,26,1,32,27,1,32,27,1,29,22,1,29,22,1,29,22,1
154,2021-06-04,32,26,1,32,26,1,30,22,1,32,26,1,30,22,1,30,22,1,30,24,1,30,24,1,30,24,1,30,24,1,32,26,1,32,26,1,30,22,1,30,22,1,30,22,1
155,2021-06-05,28,26,0,28,26,0,25,20,0,28,26,0,25,20,0,25,20,0,26,23,0,26,23,0,26,23,0,26,23,0,28,26,0,28,26,0,25,20,0,25,20,0,25,20,0
156,2021-06-06,30,25,0,30,25,0,24,20,0,30,25,0,24,20,0,24,20,0,26,24,0,26,24,0,26,24,0,26,24,0,30,25,0,30,25,0,24,20,0,24,20,0,24,20,0
157,2021-06-07,29,26,1,29,26,1,26,20,1,29,26,1,26,20,1,26,20,1,29,24,1,29,24,1,29,24,1,29,24,1,29,26,1,29,26,1,26,20,1,26,20,1,26,20,1
158,2021-06-08,30,26,1,30,26,1,27,20,1,30,26,1,27,20,1,27,20,1,29,24,1,29,24,1,29,24,1,29,24,1,30,26,1,30,26,1,27,20,1,27,20,1,27,20,1
159,2021-06-09,30,26,1,30,26,1,27,21,1,30,26,1,27,21,1,27,21,1,30,25,1,30,25,1,30,25,1,30,25,1,30,26,1,30,26,1,27,21,1,27,21,1,27,21,1
160,2021-06-10,31,27,1,31,27,1,28,21,1,31,27,1,28,21,1,28,21,1,29,25,1,29,25,1,29,25,1,29,25,1,31,27,1,31,27,1,28,21,1,28,21,1,28,21,1
161,2021-06-11,31,27,1,31,27,1,29,21,1,31,27,1,29,21,1,29,21,1,30,25,1,30,25,1,30,25,1,30,25,1,31,27,1,31,27,1,29,21,1,29,21,1,29,21,1
162,2021-06-12,31,26,0,31,26,0,29,21,0,31,26,0,29,21,0,29,21,0,30,25,0,30,25,0,30,25,0,30,25,0,31,26,0,31,26,0,29,21,0,29,21,0,29,21,0
163,2021-06-13,31,27,0,31,27,0,29,21,0,31,27,0,29,21,0,29,21,0,29,25,0,29,25,0,29,25,0,29,25,0,31,27,0,31,27,0,29,21,0,29,21,0,29,21,0
164,2021-06-14,31,27,0,31,27,0,29,21,0,31,27,0,29,21,0,29,21,0,31,26,0,31,26,0,31,26,0,31,26,0,31,27,0,31,27,0,29,21,0,29,21,0,29,21,0
165,2021-06-15,31,27,1,31,27,1,29,21,1,31,27,1,29,21,1,29,21,1,31,26,1,31,26,1,31,26,1,31,26,1,31,27,1,31,27,1,29,21,1,29,21,1,29,21,1
166,2021-06-16,30,27,1,30,27,1,28,21,1,30,27,1,28,21,1,28,21,1,31,26,1,31,26,1,31,26,1,31,26,1,30,27,1,30,27,1,28,21,1,28,21,1,28,21,1
167,2021-06-17,30,27,1,30,27,1,28,21,1,30,27,1,28,21,1,28,21,1,31,26,1,31,26,1,31,26,1,31,26,1,30,27,1,30,27,1,28,21,1,28,21,1,28,21,1
168,2021-06-18,31,27,1,31,27,1,29,22,1,31,27,1,29,22,1,29,22,1,32,27,1,32,27,1,32,27,1,32,27,1,31,27,1,31,27,1,29,22,1,29,22,1,29,22,1
169,2021-06-19,30,27,0,30,27,0,29,21,0,30,27,0,29,21,0,29,21,0,32,27,0,32,27,0,32,27,0,32,27,0,30,27,0,30,27,0,29,21,0,29,21,0,29,21,0
170,2021-06-20,30,27,0,30,27,0,27,21,0,30,27,0,27,21,0,27,21,0,31,27,0,31,27,0,31,27,0,31,27,0,30,27,0,30,27,0,27,21,0,27,21,0,27,21,0
171,2021-06-21,30,26,1,30,26,1,26,21,1,30,26,1,26,21,1,26,21,1,30,26,1,30,26,1,30,26,1,30,26,1,30,26,1,30,26,1,26,21,1,26,21,1,26,21,1
172,2021-06-22,29,25,1,29,25,1,24,20,1,29,25,1,24,20,1,24,20,1,29,25,1,29,25,1,29,25,1,29,25,1,29,25,1,29,25,1,24,20,1,24,20,1,24,20,1
173,2021-06-23,28,26,1,28,26,1,23,20,1,28,26,1,23,20,1,23,20,1,27,25,1,27,25,1,27,25,1,27,25,1,28,26,1,28,26,1,23,20,1,23,20,1,23,20,1
174,2021-06-24,29,26,1,29,26,1,27,20,1,29,26,1,27,20,1,27,20,1,29,25,1,29,25,1,29,25,1,29,25,1,29,26,1,29,26,1,27,20,1,27,20,1,27,20,1
175,2021-06-25,29,26,1,29,26,1,26,21,1,29,26,1,26,21,1,26,21,1,28,25,1,28,25,1,28,25,1,28,25,1,29,26,1,29,26,1,26,21,1,26,21,1,26,21,1
176,2021-06-26,29,26,0,29,26,0,27,21,0,29,26,0,27,21,0,27,21,0,30,25,0,30,25,0,30,25,0,30,25,0,29,26,0,29,26,0,27,21,0,27,21,0,27,21,0
177,2021-06-27,30,26,0,30,26,0,27,21,0,30,26,0,27,21,0,27,21,0,30,26,0,30,26,0,30,26,0,30,26,0,30,26,0,30,26,0,27,21,0,27,21,0,27,21,0
178,2021-06-28,30,26,1,30,26,1,27,21,1,30,26,1,27,21,1,27,21,1,31,26,1,31,26,1,31,26,1,31,26,1,30,26,1,30,26,1,27,21,1,27,21,1,27,21,1
179,2021-06-29,30,27,1,30,27,1,26,22,1,30,27,1,26,22,1,26,22,1,30,26,1,30,26,1,30,26,1,30,26,1,30,27,1,30,27,1,26,22,1,26,22,1,26,22,1
180,2021-06-30,31,27,1,31,27,1,28,21,1,31,27,1,28,21,1,28,21,1,31,25,1,31,25,1,31,25,1,31,25,1,31,27,1,31,27,1,28,21,1,28,21,1,28,21,1
181,2021-07-01,31,27,1,31,27,1,29,21,1,31,27,1,29,21,1,29,21,1,31,26,1,31,26,1,31,26,1,31,26,1,31,27,1,31,27,1,29,21,1,29,21,1,29,21,1
182,2021-07-02,31,27,1,31,27,1,28,21,1,31,27,1,28,21,1,28,21,1,31,26,1,31,26,1,31,26,1,31,26,1,31,27,1,31,27,1,28,21,1,28,21,1,28,21,1
183,2021-07-03,31,27,0,31,27,0,29,21,0,31,27,0,29,21,0,29,21,0,31,26,0,31,26,0,31,26,0,31,26,0,31,27,0,31,27,0,29,21,0,29,21,0,29,21,0
184,2021-07-04,32,27,0,32,27,0,29,21,0,32,27,0,29,21,0,29,21,0,30,25,0,30,25,0,30,25,0,30,25,0,32,27,0,32,27,0,29,21,0,29,21,0,29,21,0
185,2021-07-05,32,27,1,32,27,1,29,22,1,32,27,1,29,22,1,29,22,1,32,26,1,32,26,1,32,26,1,32,26,1,32,27,1,32,27,1,29,22,1,29,22,1,29,22,1
186,2021-07-06,31,27,1,31,27,1,30,21,1,31,27,1,30,21,1,30,21,1,32,26,1,32,26,1,32,26,1,32,26,1,31,27,1,31,27,1,30,21,1,30,21,1,30,22,1
187,2021-07-07,33,27,1,33,27,1,30,21,1,33,27,1,30,21,1,30,21,1,31,26,1,31,26,1,31,26,1,31,26,1,33,27,1,33,27,1,30,21,1,30,21,1,30,21,1
188,2021-07-08,32,27,1,32,27,1,29,21,1,32,27,1,29,21,1,29,21,1,31,25,1,31,25,1,31,25,1,31,25,1,32,27,1,32,27,1,29,21,1,29,21,1,29,21,1
189,2021-07-09,32,27,1,32,27,1,29,21,1,32,27,1,29,21,1,29,21,1,31,25,1,31,25,1,31,25,1,31,25,1,32,27,1,32,27,1,29,21,1,29,21,1,29,21,1
190,2021-07-10,32,27,0,32,27,0,29,21,0,32,27,0,29,21,0,29,21,0,31,25,0,31,25,0,31,25,0,31,25,0,32,27,0,32,27,0,29,21,0,29,21,0,29,21,0
191,2021-07-11,32,27,0,32,27,0,29,21,0,32,27,0,29,21,0,29,21,0,31,26,0,31,26,0,31,26,0,31,26,0,32,27,0,32,27,0,29,21,0,29,21,0,29,21,0
192,2021-07-12,32,27,1,32,27,1,29,21,1,32,27,1,29,21,1,29,21,1,31,25,1,31,25,1,31,25,1,31,25,1,32,27,1,32,27,1,29,21,1,29,21,1,29,21,1
193,2021-07-13,32,27,1,32,27,1,29,21,1,32,27,1,29,21,1,29,21,1,31,25,1,31,25,1,31,25,1,31,25,1,32,27,1,32,27,1,29,21,1,29,21,1,29,21,1
194,2021-07-14,32,27,1,32,27,1,29,22,1,32,27,1,29,22,1,29,22,1,31,25,1,31,25,1,31,25,1,31,25,1,32,27,1,32,27,1,29,22,1,29,22,1,29,22,1
195,2021-07-15,31,26,1,31,26,1,28,21,1,31,26,1,28,21,1,28,21,1,31,25,1,31,25,1,31,25,1,31,25,1,31,26,1,31,26,1,28,21,1,28,21,1,28,21,1
196,2021-07-16,31,27,1,31,27,1,28,21,1,31,27,1,28,21,1,28,21,1,31,25,1,31,25,1,31,25,1,31,25,1,31,27,1,31,27,1,28,21,1,28,21,1,28,21,1
197,2021-07-17,31,27,0,31,27,0,28,21,0,31,27,0,28,21,0,28,21,0,31,25,0,31,25,0,31,25,0,31,25,0,31,27,0,31,27,0,28,21,0,28,21,0,28,21,0
198,2021-07-18,32,27,0,32,27,0,28,21,0,32,27,0,28,21,0,28,21,0,31,25,0,31,25,0,31,25,0,31,25,0,32,27,0,32,27,0,28,21,0,28,21,0,28,21,0
